,stimulus,key_press,test_part,trial_type,trial_index,time_elapsed,internal_node_id,subject,condition,experiment_name,totalTime,button_pressed,responses,order,remembered,poswords,negwords,confabpos,confabneg,confab,rememberedwords,totalwords,NAS,PAS
0,,,panas_questionnaire,survey-likert,3,92537,0.0-3.0,59c0de1c754a19000111c362,180,mooneymood,7.638883333333333,,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":1,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":4,""Q18"":0,""Q19"":4}","Distressed,Upset,Nervous,Proud,Enthusiastic,Excited,Strong,Scared,Guilty,Determined,Inspired,Alert,Irritable,Ashamed,Attentive,Jittery,Hostile,Interested,Afraid,Active","scared, ashamed, irritable, proud, motivated, inspired, sad, positive",4,5,2,2,4,"['scared', 'ashamed', 'irritable', 'proud', 'motivated', 'inspired', 'sad', 'positive']",8,3,19
1,,,panas_questionnaire,survey-likert,3,152817,0.0-3.0,5b9044561bfa0e000164ca85,0,mooneymood,9.731733333333333,,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":2,""Q12"":0,""Q13"":1,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":0,""Q18"":1,""Q19"":3}","Interested,Distressed,Nervous,Attentive,Excited,Hostile,Proud,Ashamed,Strong,Guilty,Jittery,Inspired,Afraid,Enthusiastic,Irritable,Alert,Determined,Scared,Active,Upset","upset, irritated, excited, attentive, scared, happy, anxious nervous, proud, guilty, confident, interested, frustrated",7,7,3,3,6,"['upset', 'irritated', 'excited', 'attentive', 'scared', 'happy', 'anxious', 'nervous', 'proud', 'guilty', 'confident', 'interested', 'frustrated']",13,11,18
2,,,panas_questionnaire,survey-likert,3,85232,0.0-3.0,5a2aec00443c100001211332,180,mooneymood,5.3475166666666665,,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":3,""Q8"":1,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":3,""Q17"":1,""Q18"":0,""Q19"":1}","Distressed,Proud,Alert,Active,Upset,Determined,Hostile,Nervous,Enthusiastic,Attentive,Strong,Guilty,Afraid,Scared,Ashamed,Inspired,Irritable,Interested,Jittery,Excited","inspired, scared, anxious, motivated, strong, nervous, guilty, irritable, angry, active, ",4,6,1,2,3,"['inspired', 'scared', 'anxious', 'motivated', 'strong', 'nervous', 'guilty', 'irritable', 'angry', 'active']",10,11,8
3,,,panas_questionnaire,survey-likert,3,125889,0.0-3.0,5b12dbf1bd9c31000156cbc1,180,mooneymood,5.46115,,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":3,""Q9"":3,""Q10"":4,""Q11"":1,""Q12"":3,""Q13"":3,""Q14"":1,""Q15"":3,""Q16"":3,""Q17"":1,""Q18"":1,""Q19"":4}","Excited,Distressed,Afraid,Alert,Nervous,Jittery,Hostile,Scared,Inspired,Active,Determined,Upset,Proud,Attentive,Irritable,Strong,Enthusiastic,Ashamed,Guilty,Interested","excited, interested, determined, inspired, scared, afraid, guilty, ashamed, strong, nervous, jittery, ",5,6,0,0,0,"['excited', 'interested', 'determined', 'inspired', 'scared', 'afraid', 'guilty', 'ashamed', 'strong', 'nervous', 'jittery']",11,9,26
4,,,panas_questionnaire,survey-likert,3,117409,0.0-3.0,5a6c0147d5d4cb0001d659e4,0,mooneymood,6.631566666666667,,"{""Q0"":0,""Q1"":0,""Q2"":2,""Q3"":0,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":0,""Q8"":0,""Q9"":4,""Q10"":0,""Q11"":3,""Q12"":1,""Q13"":0,""Q14"":0,""Q15"":3,""Q16"":2,""Q17"":4,""Q18"":0,""Q19"":3}","Jittery,Nervous,Determined,Distressed,Guilty,Active,Strong,Scared,Hostile,Attentive,Ashamed,Alert,Proud,Irritable,Afraid,Interested,Inspired,Enthusiastic,Upset,Excited","determined, anxious, excited, interested, nervous, jittery, scared, ",3,4,0,1,1,"['determined', 'anxious', 'excited', 'interested', 'nervous', 'jittery', 'scared']",7,0,23
5,,,panas_questionnaire,survey-likert,3,125565,0.0-3.0,5aec425023e2ca000197591b,0,mooneymood,6.860683333333333,,"{""Q0"":0,""Q1"":3,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":0,""Q7"":2,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":0,""Q14"":3,""Q15"":2,""Q16"":1,""Q17"":0,""Q18"":2,""Q19"":3}","Hostile,Active,Nervous,Afraid,Inspired,Excited,Ashamed,Enthusiastic,Irritable,Upset,Scared,Jittery,Alert,Distressed,Determined,Interested,Proud,Guilty,Attentive,Strong","guilty, scared, proud, strong, anxious, attentive, interested",4,3,0,1,1,"['guilty', 'scared', 'proud', 'strong', 'anxious', 'attentive', 'interested']",7,4,20
6,,,panas_questionnaire,survey-likert,3,70724,0.0-3.0,5b7c89c4db11320001c43c05,0,mooneymood,7.02575,,"{""Q0"":4,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":2,""Q12"":4,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1}","Attentive,Active,Enthusiastic,Interested,Nervous,Inspired,Excited,Distressed,Hostile,Jittery,Strong,Proud,Alert,Guilty,Determined,Ashamed,Upset,Irritable,Afraid,Scared","hostile, alert, attentive, jittery, scared, afraid, upset, distressed, nervous",2,7,0,0,0,"['hostile', 'alert', 'attentive', 'jittery', 'scared', 'afraid', 'upset', 'distressed', 'nervous']",9,10,22
7,,,panas_questionnaire,survey-likert,3,87519,0.0-3.0,5ad35bcdfb109b0001a32b20,180,mooneymood,5.205866666666667,,"{""Q0"":2,""Q1"":1,""Q2"":3,""Q3"":4,""Q4"":3,""Q5"":1,""Q6"":0,""Q7"":0,""Q8"":2,""Q9"":3,""Q10"":1,""Q11"":3,""Q12"":3,""Q13"":2,""Q14"":2,""Q15"":0,""Q16"":4,""Q17"":2,""Q18"":1,""Q19"":1}","Determined,Guilty,Enthusiastic,Strong,Proud,Ashamed,Nervous,Upset,Inspired,Alert,Afraid,Interested,Attentive,Hostile,Excited,Jittery,Active,Scared,Irritable,Distressed","scared,nervous,distressed,active,alert,hostile,jealous",2,5,0,1,1,"['scared', 'nervous', 'distressed', 'active', 'alert', 'hostile', 'jealous']",7,9,26
8,,,panas_questionnaire,survey-likert,3,87431,0.0-3.0,5b2192216f3b6a000174b585,180,mooneymood,6.53965,,"{""Q0"":3,""Q1"":0,""Q2"":4,""Q3"":2,""Q4"":2,""Q5"":0,""Q6"":4,""Q7"":1,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":2,""Q12"":3,""Q13"":2,""Q14"":3,""Q15"":3,""Q16"":4,""Q17"":0,""Q18"":0,""Q19"":0}","Alert,Scared,Determined,Excited,Interested,Afraid,Strong,Irritable,Hostile,Nervous,Ashamed,Inspired,Active,Upset,Proud,Enthusiastic,Attentive,Distressed,Guilty,Jittery","angry
afraid
scared
guilty
ashamed
excited
upset
distressed
hostile
nervous
strong
proud
",3,9,0,1,1,"['angry', 'afraid', 'scared', 'guilty', 'ashamed', 'excited', 'upset', 'distressed', 'hostile', 'nervous', 'strong', 'proud']",12,3,27
9,,,panas_questionnaire,survey-likert,3,102749,0.0-3.0,56cb3d8c08d730000afd2f12,0,mooneymood,6.540633333333333,,"{""Q0"":1,""Q1"":3,""Q2"":0,""Q3"":3,""Q4"":3,""Q5"":4,""Q6"":3,""Q7"":3,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":3,""Q15"":0,""Q16"":3,""Q17"":0,""Q18"":0,""Q19"":0}","Jittery,Strong,Upset,Attentive,Alert,Active,Determined,Enthusiastic,Irritable,Nervous,Hostile,Guilty,Inspired,Excited,Interested,Afraid,Proud,Distressed,Ashamed,Scared","jittery,alert,hostile,attentive,guilty,excitment,afraid,scared,",3,5,1,0,1,"['jittery', 'alert', 'hostile', 'attentive', 'guilty', 'excitment', 'afraid', 'scared']",8,2,26
10,,,panas_questionnaire,survey-likert,3,104099,0.0-3.0,5b64cabacda8590001dab389,180,mooneymood,6.954316666666666,,"{""Q0"":0,""Q1"":0,""Q2"":3,""Q3"":4,""Q4"":1,""Q5"":4,""Q6"":3,""Q7"":4,""Q8"":3,""Q9"":4,""Q10"":1,""Q11"":4,""Q12"":2,""Q13"":4,""Q14"":3,""Q15"":3,""Q16"":4,""Q17"":4,""Q18"":4,""Q19"":2}","Excited,Proud,Strong,Determined,Interested,Ashamed,Inspired,Distressed,Attentive,Afraid,Enthusiastic,Scared,Hostile,Alert,Guilty,Active,Irritable,Upset,Nervous,Jittery","Attentive, Distressed, Excited, Upset, Irritable, Scared, Worried, Determined, Inspired, ",4,5,0,1,1,"['attentive', 'distressed', 'excited', 'upset', 'irritable', 'scared', 'worried', 'determined', 'inspired']",9,35,21
11,,,panas_questionnaire,survey-likert,3,139485,0.0-3.0,5ae98564b7798500019262b2,180,mooneymood,5.918533333333333,,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":3,""Q6"":0,""Q7"":2,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":2,""Q12"":1,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":1}","Nervous,Excited,Determined,Alert,Ashamed,Strong,Guilty,Attentive,Afraid,Scared,Jittery,Active,Enthusiastic,Interested,Irritable,Proud,Upset,Distressed,Inspired,Hostile","ashamed, afraid, scared, nervous, ",0,4,0,0,0,"['ashamed', 'afraid', 'scared', 'nervous']",4,7,14
12,,,panas_questionnaire,survey-likert,3,85482,0.0-3.0,59c177605c50560001df944c,180,mooneymood,5.121833333333333,,"{""Q0"":0,""Q1"":3,""Q2"":1,""Q3"":0,""Q4"":2,""Q5"":3,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":1,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":2,""Q19"":0}","Jittery,Interested,Strong,Distressed,Enthusiastic,Alert,Irritable,Ashamed,Nervous,Hostile,Guilty,Excited,Determined,Proud,Active,Afraid,Upset,Inspired,Attentive,Scared","Angry, agitated, emotional, happy, nervous, scared, attentive, sad, guilty, ashamed, ",3,9,2,5,7,"['angry', 'agitated', 'emotional', 'happy', 'nervous', 'scared', 'attentive', 'sad', 'guilty', 'ashamed']",10,1,15
13,,,panas_questionnaire,survey-likert,3,33470,0.0-3.0,5bb4f557e2c4e100010e2fca,180,mooneymood,3.2914166666666667,,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":1,""Q12"":2,""Q13"":1,""Q14"":3,""Q15"":3,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":3}","Strong,Upset,Proud,Ashamed,Guilty,Hostile,Scared,Attentive,Interested,Enthusiastic,Afraid,Jittery,Inspired,Nervous,Determined,Excited,Active,Alert,Distressed,Irritable","Happy, Scared",2,1,2,0,2,"['happy', 'scared']",2,16,20
14,,,panas_questionnaire,survey-likert,3,182884,0.0-3.0,59d65ad8e2762800015eb51b,0,mooneymood,8.51635,,"{""Q0"":0,""Q1"":4,""Q2"":2,""Q3"":3,""Q4"":0,""Q5"":0,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":3,""Q18"":3,""Q19"":3}","Nervous,Attentive,Excited,Strong,Hostile,Scared,Proud,Distressed,Upset,Determined,Inspired,Afraid,Ashamed,Active,Guilty,Jittery,Irritable,Enthusiastic,Alert,Interested","Proud, Excited, Inspired, attentive, interested, active, afraid, nervous, jittery",6,3,0,0,0,"['proud', 'excited', 'inspired', 'attentive', 'interested', 'active', 'afraid', 'nervous', 'jittery']",9,0,27
15,,,panas_questionnaire,survey-likert,3,301915,0.0-3.0,5b2e555e1d2f710001fb34ae,180,mooneymood,14.871583333333334,,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":0,""Q4"":4,""Q5"":0,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":3,""Q10"":3,""Q11"":4,""Q12"":2,""Q13"":3,""Q14"":0,""Q15"":0,""Q16"":3,""Q17"":2,""Q18"":0,""Q19"":2}","Alert,Distressed,Proud,Strong,Excited,Hostile,Nervous,Ashamed,Afraid,Jittery,Attentive,Interested,Enthusiastic,Upset,Guilty,Irritable,Inspired,Active,Scared,Determined","Distressed, enthusiastic, feared, proud, inspired, afflicted, excited, guilty, strong, nervous, alert, interrested, attentive,frightened",8,6,0,3,3,"['distressed', 'enthusiastic', 'feared', 'proud', 'inspired', 'afflicted', 'excited', 'guilty', 'strong', 'nervous', 'alert', 'interrested', 'attentive', 'frightened']",14,12,24
16,,,panas_questionnaire,survey-likert,3,62087,0.0-3.0,5bbf5a027d252e000105bda9,180,mooneymood,5.014,,"{""Q0"":0,""Q1"":3,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":0,""Q7"":3,""Q8"":2,""Q9"":3,""Q10"":1,""Q11"":3,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":0,""Q18"":2,""Q19"":3}","Afraid,Interested,Guilty,Distressed,Ashamed,Upset,Hostile,Inspired,Attentive,Strong,Nervous,Alert,Irritable,Enthusiastic,Jittery,Excited,Active,Scared,Proud,Determined","Scared, Proud, Nervous, Excited, Jittery, Strong, Afraid",3,4,0,0,0,"['scared', 'proud', 'nervous', 'excited', 'jittery', 'strong', 'afraid']",7,5,25
17,,,panas_questionnaire,survey-likert,3,65263,0.0-3.0,5bb4b4ce595b9c00017aea81,0,mooneymood,6.0981,,"{""Q0"":1,""Q1"":0,""Q2"":3,""Q3"":1,""Q4"":0,""Q5"":3,""Q6"":4,""Q7"":3,""Q8"":1,""Q9"":3,""Q10"":1,""Q11"":1,""Q12"":2,""Q13"":0,""Q14"":2,""Q15"":1,""Q16"":3,""Q17"":3,""Q18"":0,""Q19"":3}","Guilty,Afraid,Enthusiastic,Irritable,Upset,Alert,Excited,Inspired,Scared,Interested,Nervous,Jittery,Strong,Distressed,Active,Ashamed,Attentive,Proud,Hostile,Determined","nervous, irritable, scared, jittery, hostile, proud, determined, excited, guilty, strong, enthusiastic",5,6,0,0,0,"['nervous', 'irritable', 'scared', 'jittery', 'hostile', 'proud', 'determined', 'excited', 'guilty', 'strong', 'enthusiastic']",11,6,26
18,,,panas_questionnaire,survey-likert,3,92430,0.0-3.0,5bc745ddf6a8420001f15b8f,180,mooneymood,8.380366666666667,,"{""Q0"":3,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":4,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":2,""Q12"":0,""Q13"":0,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":0}","Upset,Nervous,Jittery,Hostile,Guilty,Active,Inspired,Proud,Distressed,Determined,Attentive,Enthusiastic,Ashamed,Afraid,Interested,Strong,Alert,Irritable,Excited,Scared","Interested, afraid, anxious, ambitious, scared, angry, active, strong, happy, excited, proud, nervous",8,5,3,2,5,"['interested', 'afraid', 'anxious', 'ambitious', 'scared', 'angry', 'active', 'strong', 'happy', 'excited', 'proud', 'nervous']",12,6,21
19,,,panas_questionnaire,survey-likert,3,124560,0.0-3.0,5932f5d4991e160001effbd2,180,mooneymood,7.420133333333333,,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":0,""Q5"":3,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":2,""Q10"":1,""Q11"":4,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":0,""Q19"":4}","Enthusiastic,Distressed,Irritable,Attentive,Scared,Determined,Excited,Nervous,Guilty,Inspired,Jittery,Alert,Afraid,Strong,Active,Upset,Proud,Ashamed,Hostile,Interested",relaxing wild fear happiness nature contented ,3,1,3,1,4,"['relaxing', 'wild', 'fear', 'happiness', 'nature', 'contented']",6,5,26
20,,,panas_questionnaire,survey-likert,3,69527,0.0-3.0,594c69ee4b07c400013aa466,180,mooneymood,6.079983333333334,,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":3,""Q11"":2,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":3,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2}","Irritable,Interested,Proud,Attentive,Jittery,Excited,Inspired,Strong,Active,Distressed,Nervous,Enthusiastic,Guilty,Ashamed,Scared,Determined,Upset,Alert,Afraid,Hostile","Jittery, Ashamed, Guilty, Combative, Excited, Embarrassed, Happy, Enthusiastic, Scared, Active",5,5,2,1,3,"['jittery', 'ashamed', 'guilty', 'combative', 'excited', 'embarrassed', 'happy', 'enthusiastic', 'scared', 'active']",10,17,20
21,,,panas_questionnaire,survey-likert,3,76096,0.0-3.0,5b47624a8a290a00019b19bf,0,mooneymood,4.932333333333333,,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":0,""Q10"":3,""Q11"":3,""Q12"":2,""Q13"":2,""Q14"":3,""Q15"":3,""Q16"":1,""Q17"":0,""Q18"":0,""Q19"":1}","Scared,Guilty,Inspired,Strong,Proud,Excited,Attentive,Irritable,Determined,Hostile,Jittery,Nervous,Active,Alert,Interested,Enthusiastic,Upset,Ashamed,Distressed,Afraid","nervous, jittery, excited, irritable, guilty, ashamed, active, proud, interested",4,5,0,0,0,"['nervous', 'jittery', 'excited', 'irritable', 'guilty', 'ashamed', 'active', 'proud', 'interested']",9,12,20
22,,,panas_questionnaire,survey-likert,3,506456,0.0-3.0,5a4bf67e53a4560001ba0f03,0,mooneymood,15.552833333333334,,"{""Q0"":1,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0}","Determined,Ashamed,Hostile,Excited,Guilty,Active,Irritable,Distressed,Scared,Strong,Enthusiastic,Proud,Attentive,Interested,Inspired,Upset,Jittery,Afraid,Nervous,Alert",happy,2,0,2,0,2,['happy'],1,0,3
23,,,panas_questionnaire,survey-likert,3,99452,0.0-3.0,59ad42650acd5600012ec0b0,180,mooneymood,8.9035,,"{""Q0"":2,""Q1"":1,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":2,""Q10"":0,""Q11"":1,""Q12"":1,""Q13"":0,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":0,""Q18"":1,""Q19"":1}","Hostile,Strong,Afraid,Scared,Inspired,Nervous,Interested,Enthusiastic,Determined,Distressed,Ashamed,Alert,Upset,Proud,Guilty,Excited,Attentive,Jittery,Irritable,Active","hostile, jittery, upset, guilty, scared, nervous, ashamed, proud",1,7,0,0,0,"['hostile', 'jittery', 'upset', 'guilty', 'scared', 'nervous', 'ashamed', 'proud']",8,16,11
24,,,panas_questionnaire,survey-likert,3,79253,0.0-3.0,5aeaa6629bebfc0001cd65fa,0,mooneymood,5.4112833333333334,,"{""Q0"":4,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":1,""Q10"":2,""Q11"":2,""Q12"":0,""Q13"":1,""Q14"":3,""Q15"":2,""Q16"":3,""Q17"":4,""Q18"":1,""Q19"":3}","Determined,Hostile,Upset,Distressed,Interested,Jittery,Proud,Alert,Attentive,Irritable,Afraid,Ashamed,Strong,Active,Nervous,Scared,Excited,Enthusiastic,Guilty,Inspired","happy, excited, anxious, nervous, jittery, proud, scared, ashamed, enthusiastic, ",5,5,2,1,3,"['happy', 'excited', 'anxious', 'nervous', 'jittery', 'proud', 'scared', 'ashamed', 'enthusiastic']",9,16,22
25,,,panas_questionnaire,survey-likert,3,87441,0.0-3.0,5b1659a24c72120001f193c6,0,mooneymood,4.94625,,"{""Q0"":3,""Q1"":1,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":4,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":3,""Q12"":3,""Q13"":0,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":0}","Inspired,Ashamed,Irritable,Active,Excited,Interested,Alert,Afraid,Upset,Jittery,Strong,Enthusiastic,Determined,Guilty,Nervous,Distressed,Proud,Scared,Attentive,Hostile","Inspired, Distressed, Irritated, Enthusiastic, Restless, Active",3,3,0,2,2,"['inspired', 'distressed', 'irritated', 'enthusiastic', 'restless', 'active']",6,18,26
26,,,panas_questionnaire,survey-likert,3,104055,0.0-3.0,5af0e57597a14300017d14d1,180,mooneymood,6.9904166666666665,,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":3,""Q5"":0,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":4,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":4,""Q14"":4,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":1}","Upset,Nervous,Distressed,Ashamed,Determined,Proud,Strong,Irritable,Afraid,Interested,Guilty,Scared,Active,Alert,Attentive,Hostile,Jittery,Enthusiastic,Inspired,Excited","Strong,Excited,Proud,Hostil,Afraid,Guilty,Determined",4,3,0,0,0,"['strong', 'excited', 'proud', 'hostil', 'afraid', 'guilty', 'determined']",7,4,18
27,,,panas_questionnaire,survey-likert,3,59678,0.0-3.0,5b1550c851caaf00012290f4,180,mooneymood,4.8289333333333335,,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":3,""Q4"":0,""Q5"":3,""Q6"":0,""Q7"":3,""Q8"":0,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":0,""Q17"":2,""Q18"":0,""Q19"":2}","Distressed,Afraid,Scared,Determined,Jittery,Enthusiastic,Hostile,Attentive,Upset,Nervous,Inspired,Ashamed,Strong,Interested,Excited,Active,Irritable,Guilty,Alert,Proud","Agitate, enthusiastic, strong, unhappy, depressed, ",2,3,0,3,3,"['agitate', 'enthusiastic', 'strong', 'unhappy', 'depressed']",5,2,18
28,,,panas_questionnaire,survey-likert,3,113469,0.0-3.0,580618c894364b00011f46c2,180,mooneymood,5.304766666666667,,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":3,""Q10"":1,""Q11"":1,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":3,""Q17"":1,""Q18"":1,""Q19"":1}","Active,Determined,Distressed,Afraid,Excited,Scared,Proud,Strong,Inspired,Nervous,Enthusiastic,Hostile,Attentive,Interested,Guilty,Upset,Irritable,Ashamed,Alert,Jittery","irritated, active, inspired, ",2,1,0,1,1,"['irritated', 'active', 'inspired']",3,14,6
